X_id,Y_id,metric,mean_rel_change,std_rel_change,snr_a,total_time,D_baseline,rel_changes
swissroll_298,torus_109,RISWIE-PCA,0.006087828047520648,0.0,,0.4891998767852783,0.5045636232101798,[0.00608783]
banana_96,swissroll_166,Standard Sliced Wasserstein,0.24600311700920346,0.0,,6.390904426574707,0.0430543212979949,[0.24600312]
banana_96,swissroll_166,RISWIE-PCA,0.0315798570447328,0.0,,0.537255048751831,0.2401374667434672,[0.03157986]
banana_192,cylinder_299,Standard Sliced Wasserstein,0.23007243531062574,0.0,,6.090781927108765,0.04189193020878474,[0.23007244]
banana_192,cylinder_299,RISWIE-PCA,0.01597021835287647,0.0,,0.3922252655029297,0.21184218851565748,[0.01597022]
normal_32,swissroll_182,Standard Sliced Wasserstein,0.006055078181806893,0.0,,5.053007364273071,0.9083214025934556,[0.00605508]
normal_32,swissroll_182,RISWIE-PCA,0.005430533736537013,0.0,,0.44977235794067383,1.1544103177119893,[0.00543053]
swissroll_37,normal_51,Standard Sliced Wasserstein,0.07479564364728288,0.0,,5.674569606781006,0.650197879691437,[0.07479564]
swissroll_37,normal_51,RISWIE-PCA,0.11644887622133435,0.0,,0.385235071182251,0.9731591521438822,[0.11644888]
gaussian_mixture_35,cylinder_277,Standard Sliced Wasserstein,0.00030653794091279506,0.0,,4.894795894622803,4.061320129210445,[0.00030654]
gaussian_mixture_35,cylinder_277,RISWIE-PCA,3.8774230555738074e-05,0.0,,0.43406248092651367,13.974918317709086,[3.87742306e-05]
swissroll_191,torus_55,Standard Sliced Wasserstein,0.27702043917191777,0.0,,4.2797253131866455,0.09928815693638608,[0.27702044]
swissroll_191,torus_55,RISWIE-PCA,0.006034038308081096,0.0,,0.36170005798339844,0.34576597094159567,[0.00603404]
torus_27,cylinder_119,Standard Sliced Wasserstein,0.16417851681576495,0.0,,4.096102237701416,0.12831164186104438,[0.16417852]
torus_27,cylinder_119,RISWIE-PCA,0.011133352692347845,0.0,,0.38149023056030273,0.494914824488256,[0.01113335]
normal_122,banana_102,Standard Sliced Wasserstein,0.006033432780915335,0.0,,3.9542760848999023,0.9062398996340462,[0.00603343]
normal_122,banana_102,RISWIE-PCA,0.006368226693113822,0.0,,0.4280979633331299,1.1292128727339314,[0.00636823]
swissroll_142,cylinder_250,Standard Sliced Wasserstein,2.046378796886532,0.0,,5.232978105545044,0.015763218629466027,[2.0463788]
swissroll_142,cylinder_250,RISWIE-PCA,0.012167648877463876,0.0,,0.4503345489501953,0.07953384031147714,[0.01216765]
cylinder_168,torus_140,Standard Sliced Wasserstein,0.23082597140654612,0.0,,4.898068904876709,0.06338301231349437,[0.23082597]
cylinder_168,torus_140,RISWIE-PCA,0.01870498453113775,0.0,,0.7218194007873535,0.2484074809083531,[0.01870498]
cylinder_96,gaussian_mixture_108,Standard Sliced Wasserstein,0.020385808884440637,0.0,,5.682096004486084,2.1782537487833955,[0.02038581]
cylinder_96,gaussian_mixture_108,RISWIE-PCA,0.0063397743211811896,0.0,,0.46673011779785156,6.974505811891027,[0.00633977]
normal_36,swissroll_17,Standard Sliced Wasserstein,0.005752861372296715,0.0,,5.204039812088013,0.9086725470180446,[0.00575286]
normal_36,swissroll_17,RISWIE-PCA,0.005322514252010073,0.0,,0.431943416595459,1.1506421882986846,[0.00532251]
swissroll_79,gaussian_mixture_62,Standard Sliced Wasserstein,0.010099211281870392,0.0,,5.107536554336548,3.636386643611894,[0.01009921]
swissroll_79,gaussian_mixture_62,RISWIE-PCA,0.0011257660960320491,0.0,,0.419034481048584,12.03983411761712,[0.00112577]
gaussian_mixture_97,swissroll_145,Standard Sliced Wasserstein,0.0007097845984076918,0.0,,5.100255250930786,2.5086451214274255,[0.00070978]
gaussian_mixture_97,swissroll_145,RISWIE-PCA,6.974674051736045e-05,0.0,,0.4180905818939209,8.336293301689182,[6.97467405e-05]
cylinder_198,gaussian_mixture_31,Standard Sliced Wasserstein,0.00848148904344735,0.0,,5.60258674621582,4.608414557489331,[0.00848149]
cylinder_198,gaussian_mixture_31,RISWIE-PCA,0.002528786709993762,0.0,,0.37413668632507324,16.02575614444324,[0.00252879]
torus_58,normal_274,Standard Sliced Wasserstein,0.052647372156481555,0.0,,6.014448642730713,0.5365929132213538,[0.05264737]
torus_58,normal_274,RISWIE-PCA,0.0659025459759086,0.0,,0.35974621772766113,0.980364327759667,[0.06590255]
normal_192,normal_189,Standard Sliced Wasserstein,0.027233115363860545,0.0,,5.93909478187561,0.2625495306446498,[0.02723312]
normal_192,normal_189,RISWIE-PCA,0.03673808050864395,0.0,,0.4878420829772949,0.1919986575383835,[0.03673808]
banana_51,cylinder_246,Standard Sliced Wasserstein,0.13970324060827943,0.0,,7.816045761108398,0.038050109263198253,[0.13970324]
banana_51,cylinder_246,RISWIE-PCA,0.031977289336074036,0.0,,0.765784502029419,0.19439631683880518,[0.03197729]
normal_162,banana_163,Standard Sliced Wasserstein,0.010643799844059934,0.0,,8.630659103393555,0.6555367661295803,[0.0106438]
normal_162,banana_163,RISWIE-PCA,0.006213004704290742,0.0,,0.7579498291015625,0.9777220459743035,[0.006213]
normal_215,gaussian_mixture_227,Standard Sliced Wasserstein,0.0025394009798520795,0.0,,7.814122438430786,1.758764678816715,[0.0025394]
normal_215,gaussian_mixture_227,RISWIE-PCA,0.0002201440621672042,0.0,,0.543910026550293,7.743917700176154,[0.00022014]
gaussian_mixture_111,cylinder_292,Standard Sliced Wasserstein,0.0010478931175528091,0.0,,4.8563501834869385,2.2157926983651817,[0.00104789]
gaussian_mixture_111,cylinder_292,RISWIE-PCA,9.960603237554392e-05,0.0,,0.36783885955810547,7.058791100978851,[9.96060324e-05]
swissroll_97,torus_206,Standard Sliced Wasserstein,0.2939899244222234,0.0,,4.4837117195129395,0.10880962955002796,[0.29398992]
swissroll_97,torus_206,RISWIE-PCA,0.009964122742837218,0.0,,0.4005281925201416,0.37020790859358343,[0.00996412]
cylinder_46,normal_117,Standard Sliced Wasserstein,0.05193273811977239,0.0,,5.460521936416626,0.9102432102423115,[0.05193274]
cylinder_46,normal_117,RISWIE-PCA,0.06278842539121351,0.0,,0.5922150611877441,1.1145578942631595,[0.06278843]
banana_15,normal_66,Standard Sliced Wasserstein,0.07734162313038187,0.0,,8.928788185119629,0.6621021377882387,[0.07734162]
banana_15,normal_66,RISWIE-PCA,0.0744055673415976,0.0,,0.7117562294006348,0.9628060047188811,[0.07440557]
swissroll_268,banana_250,Standard Sliced Wasserstein,0.8701757969405394,0.0,,7.357302904129028,0.03623373920882335,[0.8701758]
swissroll_268,banana_250,RISWIE-PCA,3.461877797327505e-05,0.0,,0.6247830390930176,0.22855153283988042,[3.4618778e-05]
swissroll_162,torus_38,Standard Sliced Wasserstein,0.23776381984496228,0.0,,8.997914552688599,0.12207357328274342,[0.23776382]
swissroll_162,torus_38,RISWIE-PCA,0.004676977909751797,0.0,,0.7175436019897461,0.42927241641928526,[0.00467698]
cylinder_95,cylinder_76,Standard Sliced Wasserstein,1.2966549935941738,0.0,,8.050221920013428,0.028514184719208673,[1.29665499]
cylinder_95,cylinder_76,RISWIE-PCA,0.19583957552563627,0.0,,0.6983423233032227,0.10946396708817237,[0.19583958]
cylinder_93,banana_298,Standard Sliced Wasserstein,1.0581387399310018,0.0,,7.7204062938690186,0.036973574996721416,[1.05813874]
cylinder_93,banana_298,RISWIE-PCA,0.097379429026438,0.0,,0.6209948062896729,0.21563700097691155,[0.09737943]
gaussian_mixture_214,gaussian_mixture_276,Standard Sliced Wasserstein,0.0007406551716654606,0.0,,6.212355136871338,1.5201225049337679,[0.00074066]
gaussian_mixture_214,gaussian_mixture_276,RISWIE-PCA,0.00031928572269036945,0.0,,0.4324069023132324,6.370533972556059,[0.00031929]
swissroll_165,cylinder_230,Standard Sliced Wasserstein,1.45041856449303,0.0,,6.827850818634033,0.024434461028577388,[1.45041856]
swissroll_165,cylinder_230,RISWIE-PCA,0.02142097128688539,0.0,,0.5718846321105957,0.14094564914961538,[0.02142097]
cylinder_51,cylinder_91,Standard Sliced Wasserstein,8.349518981927478,0.0,,7.001681804656982,0.005150770462610521,[8.34951898]
cylinder_51,cylinder_91,RISWIE-PCA,4.464636512509444,0.0,,0.5257575511932373,0.013320176600690438,[4.46463651]
swissroll_113,torus_214,Standard Sliced Wasserstein,0.297387504359506,0.0,,7.5389404296875,0.10671521103451151,[0.2973875]
swissroll_113,torus_214,RISWIE-PCA,0.01152852938078346,0.0,,0.5348267555236816,0.36149783797798213,[0.01152853]
gaussian_mixture_69,normal_171,Standard Sliced Wasserstein,0.0009261568505466192,0.0,,8.036413431167603,1.9959378884799321,[0.00092616]
gaussian_mixture_69,normal_171,RISWIE-PCA,5.300672104751249e-05,0.0,,0.7679505348205566,8.107759509591183,[5.3006721e-05]
torus_244,normal_95,Standard Sliced Wasserstein,0.055162611689429104,0.0,,9.162474632263184,0.5667298452043572,[0.05516261]
torus_244,normal_95,RISWIE-PCA,0.07511992476167936,0.0,,0.565826416015625,0.9195472080834757,[0.07511992]
gaussian_mixture_49,torus_121,Standard Sliced Wasserstein,0.0002554132086385249,0.0,,5.074920892715454,4.748363352402756,[0.00025541]
gaussian_mixture_49,torus_121,RISWIE-PCA,7.006434603734114e-05,0.0,,0.5068364143371582,16.48207636738795,[7.0064346e-05]
gaussian_mixture_252,cylinder_44,Standard Sliced Wasserstein,0.0006981144202922567,0.0,,5.431364297866821,2.793242283494661,[0.00069811]
gaussian_mixture_252,cylinder_44,RISWIE-PCA,5.829951031835218e-05,0.0,,0.3663215637207031,9.313749406293423,[5.82995103e-05]
cylinder_133,torus_127,Standard Sliced Wasserstein,0.27707225680294045,0.0,,5.384402513504028,0.11212483304353142,[0.27707226]
cylinder_133,torus_127,RISWIE-PCA,0.00032585896589416966,0.0,,0.40116333961486816,0.4377028615982875,[0.00032586]
normal_247,swissroll_213,Standard Sliced Wasserstein,0.005676857076331166,0.0,,5.665933847427368,0.9066733542228459,[0.00567686]
normal_247,swissroll_213,RISWIE-PCA,0.004771249520840324,0.0,,0.4599030017852783,1.1520025461891186,[0.00477125]
torus_251,torus_233,Standard Sliced Wasserstein,0.015380491393245854,0.0,,4.9898340702056885,0.05443350834456609,[0.01538049]
torus_251,torus_233,RISWIE-PCA,0.055225122234793075,0.0,,0.4058651924133301,0.20722879964341884,[0.05522512]
cylinder_131,banana_58,Standard Sliced Wasserstein,1.5231971185147526,0.0,,5.167612552642822,0.022959837521828622,[1.52319712]
cylinder_131,banana_58,RISWIE-PCA,0.06415663167826753,0.0,,0.4837479591369629,0.16859441118577598,[0.06415663]
normal_139,cylinder_10,Standard Sliced Wasserstein,0.0113922953156229,0.0,,4.301271200180054,0.6459013025029284,[0.0113923]
normal_139,cylinder_10,RISWIE-PCA,0.007315198870325808,0.0,,0.40458130836486816,0.921391008550089,[0.0073152]
banana_198,torus_178,Standard Sliced Wasserstein,0.16652507415587497,0.0,,5.360438585281372,0.17573988211238503,[0.16652507]
banana_198,torus_178,RISWIE-PCA,0.013836935016714277,0.0,,0.49938535690307617,0.7549350662905635,[0.01383694]
gaussian_mixture_32,torus_247,Standard Sliced Wasserstein,0.0003662764798725424,0.0,,7.331696510314941,3.7270885812538808,[0.00036628]
gaussian_mixture_32,torus_247,RISWIE-PCA,5.3202115061686914e-05,0.0,,0.4550483226776123,13.048259347404167,[5.32021151e-05]
gaussian_mixture_113,torus_269,Standard Sliced Wasserstein,0.0002197343209938002,0.0,,5.040347337722778,5.074000768835518,[0.00021973]
gaussian_mixture_113,torus_269,RISWIE-PCA,2.835910383391103e-05,0.0,,0.43782687187194824,17.876530333307358,[2.83591038e-05]
torus_156,swissroll_185,Standard Sliced Wasserstein,0.09515777590153354,0.0,,5.098576784133911,0.18696638942680874,[0.09515778]
torus_156,swissroll_185,RISWIE-PCA,0.014590296181008204,0.0,,0.3995239734649658,0.658099926471887,[0.0145903]
cylinder_284,banana_182,Standard Sliced Wasserstein,0.4660678123313853,0.0,,5.424661636352539,0.030612217979666304,[0.46606781]
cylinder_284,banana_182,RISWIE-PCA,0.02127666522740653,0.0,,0.3880300521850586,0.19562367221019572,[0.02127667]
cylinder_82,torus_32,Standard Sliced Wasserstein,0.18052850088515945,0.0,,4.560218811035156,0.19556298807819786,[0.1805285]
cylinder_82,torus_32,RISWIE-PCA,0.0038449164732435315,0.0,,0.6071927547454834,0.7304962563459716,[0.00384492]
cylinder_16,gaussian_mixture_241,Standard Sliced Wasserstein,0.012595727476090071,0.0,,10.294743537902832,2.763853242670842,[0.01259573]
cylinder_16,gaussian_mixture_241,RISWIE-PCA,0.0011453151619399077,0.0,,0.3879549503326416,9.206737134455421,[0.00114532]
cylinder_245,banana_45,Standard Sliced Wasserstein,1.3718004042783034,0.0,,4.72027587890625,0.02414507228353806,[1.3718004]
cylinder_245,banana_45,RISWIE-PCA,0.049396084958944896,0.0,,0.6360037326812744,0.18221631809650224,[0.04939608]
normal_126,gaussian_mixture_190,Standard Sliced Wasserstein,0.0019847557329929193,0.0,,5.828583240509033,2.390698248485167,[0.00198476]
normal_126,gaussian_mixture_190,RISWIE-PCA,0.0004566323946114075,0.0,,0.37600231170654297,10.199634801388354,[0.00045663]
torus_165,torus_223,Standard Sliced Wasserstein,0.9530623189574561,0.0,,5.3216001987457275,0.031851209782442914,[0.95306232]
torus_165,torus_223,RISWIE-PCA,0.17355491753671387,0.0,,0.553565263748169,0.12032205373361843,[0.17355492]
banana_291,cylinder_102,Standard Sliced Wasserstein,0.4036172802451507,0.0,,6.078094959259033,0.03761452324246149,[0.40361728]
banana_291,cylinder_102,RISWIE-PCA,0.013751068533558633,0.0,,0.40132832527160645,0.19518475061393617,[0.01375107]
swissroll_14,cylinder_254,Standard Sliced Wasserstein,0.9726437746686539,0.0,,5.579456567764282,0.02068653133813089,[0.97264377]
swissroll_14,cylinder_254,RISWIE-PCA,0.0007157887421462254,0.0,,0.505800724029541,0.08939011655698394,[0.00071579]
cylinder_221,banana_296,Standard Sliced Wasserstein,0.6346966742136128,0.0,,5.376182317733765,0.053653137929971874,[0.63469667]
cylinder_221,banana_296,RISWIE-PCA,0.08719355679813767,0.0,,0.5052177906036377,0.2249749520410712,[0.08719356]
swissroll_115,normal_298,Standard Sliced Wasserstein,0.05359044944981521,0.0,,5.564257383346558,0.9095009787059726,[0.05359045]
swissroll_115,normal_298,RISWIE-PCA,0.09784265885459453,0.0,,0.49817943572998047,1.1534459576793665,[0.09784266]
swissroll_291,swissroll_177,Standard Sliced Wasserstein,14.3679158432196,0.0,,5.131021976470947,0.00352485836506956,[14.36791584]
swissroll_291,swissroll_177,RISWIE-PCA,2.5516204081551987,0.0,,0.529165506362915,0.033456775084429013,[2.55162041]
gaussian_mixture_274,banana_228,Standard Sliced Wasserstein,0.000291567887696063,0.0,,6.05836820602417,4.611335717291553,[0.00029157]
gaussian_mixture_274,banana_228,RISWIE-PCA,8.196521807559082e-05,0.0,,0.48450231552124023,15.992813959309801,[8.19652181e-05]
cylinder_143,banana_104,Standard Sliced Wasserstein,0.12226556368897676,0.0,,5.021346092224121,0.0369739861972317,[0.12226556]
cylinder_143,banana_104,RISWIE-PCA,0.010177398927958532,0.0,,0.40929508209228516,0.22714466374767187,[0.0101774]
torus_126,banana_227,Standard Sliced Wasserstein,0.15051532926942274,0.0,,4.793720722198486,0.15400996163071556,[0.15051533]
torus_126,banana_227,RISWIE-PCA,0.016256498295624422,0.0,,0.46718907356262207,0.5780696037308425,[0.0162565]
torus_285,normal_268,Standard Sliced Wasserstein,0.03531061172483049,0.0,,4.400766372680664,0.7969998087812679,[0.03531061]
torus_285,normal_268,RISWIE-PCA,0.061874747211133764,0.0,,0.43475961685180664,1.1061277671310858,[0.06187475]
gaussian_mixture_144,gaussian_mixture_77,Standard Sliced Wasserstein,0.00024416041623098863,0.0,,6.028990268707275,1.9776336827259644,[0.00024416]
gaussian_mixture_144,gaussian_mixture_77,RISWIE-PCA,0.0012433211939870245,0.0,,0.4285855293273926,1.4447794803642253,[0.00124332]
torus_234,normal_214,Standard Sliced Wasserstein,0.061786739570331844,0.0,,5.287992000579834,0.6080462011483151,[0.06178674]
torus_234,normal_214,RISWIE-PCA,0.07749351115829464,0.0,,0.466991662979126,0.9116514462043273,[0.07749351]
swissroll_84,banana_233,Standard Sliced Wasserstein,0.3519731213894162,0.0,,5.509201765060425,0.03818047115911375,[0.35197312]
swissroll_84,banana_233,RISWIE-PCA,0.035210343960712855,0.0,,0.4714548587799072,0.2653957664791602,[0.03521034]
torus_80,gaussian_mixture_263,Standard Sliced Wasserstein,0.007267082804069174,0.0,,5.795245885848999,3.331150545159511,[0.00726708]
torus_80,gaussian_mixture_263,RISWIE-PCA,0.003432338995733948,0.0,,0.5131528377532959,11.40353277066508,[0.00343234]
gaussian_mixture_168,torus_252,Standard Sliced Wasserstein,0.00042074614795354086,0.0,,5.448876857757568,3.3398035073793597,[0.00042075]
gaussian_mixture_168,torus_252,RISWIE-PCA,2.4907715745093687e-05,0.0,,0.37479448318481445,11.526351888766863,[2.49077157e-05]
banana_213,banana_74,Standard Sliced Wasserstein,0.2958256354799909,0.0,,4.730196952819824,0.04379212311378139,[0.29582564]
banana_213,banana_74,RISWIE-PCA,0.12230143432730099,0.0,,0.4009275436401367,0.08295278344870807,[0.12230143]
torus_175,gaussian_mixture_205,Standard Sliced Wasserstein,0.008220027674675692,0.0,,4.944210767745972,3.7664423135024605,[0.00822003]
torus_175,gaussian_mixture_205,RISWIE-PCA,0.0034076021128890245,0.0,,0.4620661735534668,13.046358026986765,[0.0034076]
cylinder_219,normal_172,Standard Sliced Wasserstein,0.04942077191648469,0.0,,5.93636679649353,0.900188531199574,[0.04942077]
cylinder_219,normal_172,RISWIE-PCA,0.06296709762735149,0.0,,0.44628477096557617,1.1036807064768033,[0.0629671]
torus_194,normal_129,Standard Sliced Wasserstein,0.03645489603386312,0.0,,4.5921406745910645,0.8145780013974042,[0.0364549]
torus_194,normal_129,RISWIE-PCA,0.0632819384119759,0.0,,0.47081685066223145,1.095494640906351,[0.06328194]
normal_203,cylinder_222,Standard Sliced Wasserstein,0.005941843938786971,0.0,,5.027067422866821,0.8916464742977095,[0.00594184]
normal_203,cylinder_222,RISWIE-PCA,0.005058650456063193,0.0,,0.4183356761932373,1.1036579700459959,[0.00505865]
banana_73,gaussian_mixture_34,Standard Sliced Wasserstein,0.011109301356950338,0.0,,4.60708212852478,4.724574857872706,[0.0111093]
banana_73,gaussian_mixture_34,RISWIE-PCA,0.0028101976571860425,0.0,,0.4530298709869385,16.25594639765589,[0.0028102]
swissroll_255,torus_299,Standard Sliced Wasserstein,0.19601936464563313,0.0,,5.376643896102905,0.13879865861244647,[0.19601936]
swissroll_255,torus_299,RISWIE-PCA,0.004385535283011707,0.0,,0.41052985191345215,0.5006431619406788,[0.00438554]
normal_185,gaussian_mixture_99,Standard Sliced Wasserstein,0.0018234908431947617,0.0,,4.787674188613892,3.585065504978723,[0.00182349]
normal_185,gaussian_mixture_99,RISWIE-PCA,0.000279227121434569,0.0,,0.5783383846282959,13.840346445072917,[0.00027923]
swissroll_179,swissroll_15,Standard Sliced Wasserstein,14.480572824528377,0.0,,4.926879644393921,0.00355068912543982,[14.48057282]
swissroll_179,swissroll_15,RISWIE-PCA,5.1879363797982005,0.0,,0.403731107711792,0.01862977949706836,[5.18793638]
gaussian_mixture_194,torus_143,Standard Sliced Wasserstein,0.0010436151803633604,0.0,,4.43473219871521,2.1650760910565547,[0.00104362]
gaussian_mixture_194,torus_143,RISWIE-PCA,0.0001968242145505064,0.0,,0.4049410820007324,6.890590438444362,[0.00019682]
torus_131,gaussian_mixture_235,Standard Sliced Wasserstein,0.004593921300900475,0.0,,4.394544839859009,5.170099432801579,[0.00459392]
torus_131,gaussian_mixture_235,RISWIE-PCA,0.002390187137273699,0.0,,0.4145815372467041,18.19784742725669,[0.00239019]
gaussian_mixture_293,torus_199,Standard Sliced Wasserstein,0.0002949796954245665,0.0,,4.582852840423584,4.300839436833904,[0.00029498]
gaussian_mixture_293,torus_199,RISWIE-PCA,3.1617681315517105e-05,0.0,,0.3680610656738281,14.905128016760242,[3.16176813e-05]
cylinder_1,gaussian_mixture_8,Standard Sliced Wasserstein,0.012957464818994046,0.0,,4.727998733520508,3.084183235090801,[0.01295746]
cylinder_1,gaussian_mixture_8,RISWIE-PCA,0.0037240898133501913,0.0,,0.4472377300262451,10.483411903580334,[0.00372409]
gaussian_mixture_281,banana_105,Standard Sliced Wasserstein,0.00028081963840913016,0.0,,4.317697048187256,3.9337135833136885,[0.00028082]
gaussian_mixture_281,banana_105,RISWIE-PCA,7.5808964802863315e-06,0.0,,0.33599257469177246,13.564633261035212,[7.58089648e-06]
gaussian_mixture_22,normal_57,Standard Sliced Wasserstein,0.0002000499684323898,0.0,,4.484469652175903,3.877880511285748,[0.00020005]
gaussian_mixture_22,normal_57,RISWIE-PCA,2.0644162332283426e-05,0.0,,0.3772621154785156,15.794804762304544,[2.06441623e-05]
swissroll_288,banana_297,Standard Sliced Wasserstein,0.5579573900423961,0.0,,5.035223960876465,0.03310570645061503,[0.55795739]
swissroll_288,banana_297,RISWIE-PCA,0.05408998298626612,0.0,,0.5947151184082031,0.22552377421339298,[0.05408998]
normal_286,gaussian_mixture_242,Standard Sliced Wasserstein,0.002304204053578403,0.0,,5.761606216430664,2.0370244798881214,[0.0023042]
normal_286,gaussian_mixture_242,RISWIE-PCA,0.00046565879095678724,0.0,,0.4526405334472656,8.865826299826804,[0.00046566]
gaussian_mixture_109,swissroll_250,Standard Sliced Wasserstein,0.0006152719575569316,0.0,,5.527216196060181,2.7763355114526576,[0.00061527]
gaussian_mixture_109,swissroll_250,RISWIE-PCA,1.2961287481554541e-05,0.0,,0.35610103607177734,9.130719744048083,[1.29612875e-05]
torus_227,gaussian_mixture_203,Standard Sliced Wasserstein,0.007945102083698178,0.0,,5.617599248886108,3.2818875156548013,[0.0079451]
torus_227,gaussian_mixture_203,RISWIE-PCA,0.003639819606684471,0.0,,0.4609029293060303,11.31574434350048,[0.00363982]
swissroll_123,cylinder_120,Standard Sliced Wasserstein,0.9706899002482833,0.0,,5.968230485916138,0.020669494202875928,[0.9706899]
swissroll_123,cylinder_120,RISWIE-PCA,0.0021715839835639707,0.0,,0.3849184513092041,0.08573370396426407,[0.00217158]
swissroll_44,banana_134,Standard Sliced Wasserstein,0.62025254621289,0.0,,5.191977024078369,0.03292473495639933,[0.62025255]
swissroll_44,banana_134,RISWIE-PCA,0.04335171545398653,0.0,,0.46720004081726074,0.23561009759930898,[0.04335172]
swissroll_290,swissroll_127,Standard Sliced Wasserstein,18.026253302252375,0.0,,6.609145879745483,0.002859043058178476,[18.0262533]
swissroll_290,swissroll_127,RISWIE-PCA,10.710967637516069,0.0,,0.4556269645690918,0.00979136969836254,[10.71096764]
normal_227,normal_288,Standard Sliced Wasserstein,0.028458436760505138,0.0,,6.469109535217285,0.03519861404238329,[0.02845844]
normal_227,normal_288,RISWIE-PCA,0.020427417166064853,0.0,,0.5161314010620117,0.03781993586596371,[0.02042742]
torus_78,banana_259,Standard Sliced Wasserstein,0.1182507647585862,0.0,,7.207534313201904,0.14827060822638527,[0.11825076]
torus_78,banana_259,RISWIE-PCA,0.003296412493518506,0.0,,0.5897693634033203,0.613395569384205,[0.00329641]
cylinder_238,torus_218,Standard Sliced Wasserstein,0.16836722635960627,0.0,,6.9204018115997314,0.1431468540793977,[0.16836723]
cylinder_238,torus_218,RISWIE-PCA,0.0047950508014285844,0.0,,0.5289030075073242,0.5216267533719726,[0.00479505]
gaussian_mixture_9,cylinder_272,Standard Sliced Wasserstein,0.0011989176942980722,0.0,,5.18254542350769,2.1263960272144344,[0.00119892]
gaussian_mixture_9,cylinder_272,RISWIE-PCA,0.00017991982469273872,0.0,,0.4076218605041504,6.549717462371885,[0.00017992]
banana_170,cylinder_34,Standard Sliced Wasserstein,0.5508533602727671,0.0,,6.337198495864868,0.03007854621020067,[0.55085336]
banana_170,cylinder_34,RISWIE-PCA,0.0164337301958195,0.0,,0.4169785976409912,0.1627515101054491,[0.01643373]
torus_117,cylinder_27,Standard Sliced Wasserstein,0.2806377982468676,0.0,,7.964289665222168,0.09335945004734361,[0.2806378]
torus_117,cylinder_27,RISWIE-PCA,0.018099011598061838,0.0,,0.607663631439209,0.3855810950405686,[0.01809901]
torus_201,cylinder_289,Standard Sliced Wasserstein,0.12197647207602397,0.0,,8.507747411727905,0.15702641452020194,[0.12197647]
torus_201,cylinder_289,RISWIE-PCA,0.007889199453007702,0.0,,0.6866326332092285,0.5937981711135365,[0.0078892]
cylinder_265,banana_91,Standard Sliced Wasserstein,0.7780628563967403,0.0,,8.694774866104126,0.039996493705304906,[0.77806286]
cylinder_265,banana_91,RISWIE-PCA,0.05313778876063453,0.0,,0.6028151512145996,0.19337529747210222,[0.05313779]
gaussian_mixture_80,swissroll_121,Standard Sliced Wasserstein,0.0007608166669785269,0.0,,6.616252183914185,2.5862505710085757,[0.00076082]
gaussian_mixture_80,swissroll_121,RISWIE-PCA,0.00013333623931230078,0.0,,0.24700665473937988,8.310359631493094,[0.00013334]
gaussian_mixture_174,gaussian_mixture_184,Standard Sliced Wasserstein,0.00015014821137910005,0.0,,3.6335909366607666,3.3124355899723628,[0.00015015]
gaussian_mixture_174,gaussian_mixture_184,RISWIE-PCA,0.00020488932379845052,0.0,,0.31469082832336426,13.324706739206613,[0.00020489]
banana_279,torus_211,Standard Sliced Wasserstein,0.23200986831716083,0.0,,4.013047456741333,0.20235398572661029,[0.23200987]
banana_279,torus_211,RISWIE-PCA,0.02026101873905914,0.0,,0.32820844650268555,0.7489052506416651,[0.02026102]
swissroll_64,gaussian_mixture_250,Standard Sliced Wasserstein,0.017417944205351164,0.0,,5.045103073120117,2.5997852650095052,[0.01741794]
swissroll_64,gaussian_mixture_250,RISWIE-PCA,0.006543702921160158,0.0,,0.35056638717651367,8.5609900087895,[0.0065437]
torus_155,banana_141,Standard Sliced Wasserstein,0.09296754754994567,0.0,,4.472225666046143,0.20138033333706976,[0.09296755]
torus_155,banana_141,RISWIE-PCA,0.009613497095875364,0.0,,0.2889554500579834,0.7266472089583914,[0.0096135]
banana_83,cylinder_103,Standard Sliced Wasserstein,0.6453958038542893,0.0,,4.8917014598846436,0.02928308156005462,[0.6453958]
banana_83,cylinder_103,RISWIE-PCA,0.0026414368350514187,0.0,,0.3384239673614502,0.15463627685620057,[0.00264144]
banana_0,gaussian_mixture_57,Standard Sliced Wasserstein,0.012931004904665703,0.0,,8.627074241638184,2.9802057703507208,[0.012931]
banana_0,gaussian_mixture_57,RISWIE-PCA,0.0015061815584312857,0.0,,0.6671345233917236,9.481968680308544,[0.00150618]
swissroll_111,gaussian_mixture_47,Standard Sliced Wasserstein,0.00805703938414564,0.0,,7.737109899520874,5.356685913186608,[0.00805704]
swissroll_111,gaussian_mixture_47,RISWIE-PCA,0.0022314189217752483,0.0,,0.5242865085601807,18.60146717050707,[0.00223142]
normal_109,banana_6,Standard Sliced Wasserstein,0.005921304632970209,0.0,,5.16417932510376,0.9193795401714168,[0.0059213]
normal_109,banana_6,RISWIE-PCA,0.0059068418624417165,0.0,,0.37091970443725586,1.170484896800549,[0.00590684]
gaussian_mixture_170,banana_154,Standard Sliced Wasserstein,0.0007537578202513749,0.0,,4.325741291046143,2.574161916242047,[0.00075376]
gaussian_mixture_170,banana_154,RISWIE-PCA,5.071324043748011e-05,0.0,,0.36563992500305176,8.331274328988346,[5.07132404e-05]
normal_269,gaussian_mixture_100,Standard Sliced Wasserstein,0.0014331618477233469,0.0,,3.9827237129211426,3.8156668979824593,[0.00143316]
normal_269,gaussian_mixture_100,RISWIE-PCA,0.00010829106110215095,0.0,,0.46440744400024414,14.548843828766488,[0.00010829]
